Year,Statistic,Name,Team,Value
1960,Hits,Willie Mays,San Francisco,190.0
1960,Home Runs,Ernie Banks,Chicago,41.0
1960,On Base Percentage,Richie Ashburn,Chicago,0.416
1960,RBI,Hank Aaron,Milwaukee,126.0
1960,Runs,Bill Bruton,Milwaukee,112.0
1960,Slugging Average,Frank Robinson,Cincinnati,0.595
1960,Stolen Bases,Maury Wills,Los Angeles,50.0
1960,Total Bases,Hank Aaron,Milwaukee,334.0
1960,Triples,Bill Bruton,Milwaukee,13.0
1948,Base on Balls,Bob Elliott,Boston,131.0
1948,Batting Average,Stan Musial,St. Louis,0.376
1948,Doubles,Stan Musial,St. Louis,46.0
1948,Hits,Stan Musial,St. Louis,230.0
1948,Home Runs,Ralph Kiner,Pittsburgh,40.0
1948,On Base Percentage,Stan Musial,St. Louis,0.45
1948,RBI,Stan Musial,St. Louis,131.0
1948,Runs,Stan Musial,St. Louis,135.0
1948,Slugging Average,Stan Musial,St. Louis,0.702
1948,Stolen Bases,Richie Ashburn,Philadelphia,32.0
1948,Total Bases,Stan Musial,St. Louis,429.0
1948,Triples,Stan Musial,St. Louis,18.0
1949,Base on Balls,Ralph Kiner,Pittsburgh,117.0
1949,Batting Average,Jackie Robinson,Brooklyn,0.342
1949,Doubles,Stan Musial,St. Louis,41.0
1949,Hits,Stan Musial,St. Louis,207.0
1949,Home Runs,Ralph Kiner,Pittsburgh,54.0
1949,On Base Percentage,Stan Musial,St. Louis,0.438
1949,RBI,Ralph Kiner,Pittsburgh,127.0
1949,Runs,Pee Wee Reese,Brooklyn,132.0
1949,Slugging Average,Ralph Kiner,Pittsburgh,0.658
1949,Stolen Bases,Jackie Robinson,Brooklyn,37.0
1949,Total Bases,Stan Musial,St. Louis,382.0
1949,Triples,Stan Musial,St. Louis,13.0
1961,Base on Balls,Eddie Mathews,Milwaukee,93.0
1961,Batting Average,Roberto Clemente,Pittsburgh,0.351
1961,Doubles,Hank Aaron,Milwaukee,39.0
1961,Hits,Vada Pinson,Cincinnati,208.0
1961,Home Runs,Orlando Cepeda,San Francisco,46.0
1961,On Base Percentage,Wally Moon,Los Angeles,0.438
1961,RBI,Orlando Cepeda,San Francisco,142.0
1961,Runs,Willie Mays,San Francisco,129.0
1961,Slugging Average,Frank Robinson,Cincinnati,0.611
1961,Stolen Bases,Maury Wills,Los Angeles,35.0
1961,Total Bases,Hank Aaron,Milwaukee,358.0
1961,Triples,George Altman,Chicago,12.0
1975,Base on Balls,Joe Morgan,Cincinnati,132.0
1975,Batting Average,Bill Madlock,Chicago,0.354
1975,Doubles,Pete Rose,Cincinnati,47.0
1975,Hits,Dave Cash,Philadelphia,213.0
1975,Home Runs,Mike Schmidt,Philadelphia,38.0
1975,On Base Percentage,Joe Morgan,Cincinnati,0.471
1975,RBI,Greg Luzinski,Philadelphia,120.0
1975,Runs,Pete Rose,Cincinnati,112.0
1975,Slugging Average,Dave Parker,Pittsburgh,0.541
1975,Stolen Bases,Davey Lopes,Los Angeles,77.0
1975,Total Bases,Greg Luzinski,Philadelphia,322.0
1975,Triples,Ralph Garr,Atlanta,11.0
1988,Base on Balls,Will Clark,San Francisco,100.0
1988,Batting Average,Tony Gwynn,San Diego,0.313
1988,Doubles,Andres Galarraga,Montreal,42.0
1988,Hits,Andres Galarraga,Montreal,184.0
1988,Home Runs,Darryl Strawberry,New York,39.0
1988,On Base Percentage,Kal Daniels,Cincinnati,0.4
1988,RBI,Will Clark,San Francisco,109.0
1988,Runs,Brett Butler,San Francisco,109.0
1988,Slugging Average,Darryl Strawberry,New York,0.545
1988,Stolen Bases,Vince Coleman,St. Louis,81.0
1988,Total Bases,Andres Galarraga,Montreal,329.0
1988,Triples,Andy Van Slyke,Pittsburgh,15.0
1963,Base on Balls,Eddie Mathews,Milwaukee,124.0
1963,Batting Average,Tommy Davis,Los Angeles,0.326
1963,Doubles,Dick Groat,St. Louis,43.0
1963,Hits,Vada Pinson,Cincinnati,204.0
1963,Home Runs,Hank Aaron,Milwaukee,44.0
1963,On Base Percentage,Eddie Mathews,Milwaukee,0.4
1963,RBI,Hank Aaron,Milwaukee,130.0
1963,Runs,Hank Aaron,Milwaukee,121.0
1963,Slugging Average,Hank Aaron,Milwaukee,0.586
1963,Stolen Bases,Maury Wills,Los Angeles,40.0
1963,Total Bases,Hank Aaron,Milwaukee,370.0
1963,Triples,Vada Pinson,Cincinnati,14.0
1977,Base on Balls,Gene Tenace,San Diego,125.0
1977,Batting Average,Dave Parker,Pittsburgh,0.338
1977,Doubles,Dave Parker,Pittsburgh,44.0
1977,Hits,Dave Parker,Pittsburgh,215.0
1977,Home Runs,George Foster,Cincinnati,52.0
1977,On Base Percentage,Reggie Smith,Los Angeles,0.432
1977,RBI,George Foster,Cincinnati,149.0
1977,Runs,George Foster,Cincinnati,124.0
1977,Slugging Average,George Foster,Cincinnati,0.631
1977,Stolen Bases,Frank Taveras,Pittsburgh,70.0
1977,Total Bases,George Foster,Cincinnati,388.0
1977,Triples,GarryTempleton,St. Louis,18.0
1976,Base on Balls,Jimmy Wynn,Atlanta,127.0
1976,Batting Average,Bill Madlock,Chicago,0.339
1976,Doubles,Pete Rose,Cincinnati,42.0
1976,Hits,Pete Rose,Cincinnati,215.0
1976,Home Runs,Mike Schmidt,Philadelphia,38.0
1976,On Base Percentage,Joe Morgan,Cincinnati,0.453
1976,RBI,George Foster,Cincinnati,121.0
1976,Runs,Pete Rose,Cincinnati,130.0
1976,Slugging Average,Joe Morgan,Cincinnati,0.576
1976,Stolen Bases,Davey Lopes,Los Angeles,63.0
1976,Total Bases,Mike Schmidt,Philadelphia,306.0
1976,Triples,Dave Cash,Philadelphia,12.0
1962,Base on Balls,Eddie Mathews,Milwaukee,101.0
1962,Batting Average,Tommy Davis,Los Angeles,0.346
1962,Doubles,Frank Robinson,Cincinnati,51.0
1962,Hits,Tommy Davis,Los Angeles,230.0
1962,Home Runs,Willie Mays,San Francisco,49.0
1962,On Base Percentage,Frank Robinson,Cincinnati,0.424
1962,RBI,Tommy Davis,Los Angeles,153.0
1962,Runs,Frank Robinson,Cincinnati,134.0
1962,Slugging Average,Frank Robinson,Cincinnati,0.624
1962,Stolen Bases,Maury Wills,Los Angeles,104.0
1962,Total Bases,Willie Mays,San Francisco,382.0
1962,Triples,JohnnyCallison,Philadelphia,10.0
1989,Base on Balls,Jack Clark,San Diego,132.0
1989,Batting Average,Tony Gwynn,San Diego,0.336
1989,Doubles,Pedro Guerrero,St. Louis,42.0
1989,Hits,Tony Gwynn,San Diego,203.0
1989,Home Runs,Kevin Mitchell,San Francisco,47.0
1989,On Base Percentage,Lonnie Smith,Atlanta,0.42
1989,RBI,Kevin Mitchell,San Francisco,125.0
1989,Runs,Howard Johnson,New York,104.0
1989,Slugging Average,Kevin Mitchell,San Francisco,0.635
1989,Stolen Bases,Vince Coleman,St. Louis,65.0
1989,Total Bases,Kevin Mitchell,San Francisco,345.0
1989,Triples,Robby Thompson,San Francisco,11.0
1999,Base on Balls,Jeff Bagwell,Houston,149.0
1999,Batting Average,Larry Walker,Colorado,0.379
1999,Doubles,Craig Biggio,Houston,56.0
1999,Hits,Luis Gonzalez,Arizona,206.0
1999,Home Runs,Mark McGwire,St. Louis,65.0
1999,On Base Percentage,Larry Walker,Colorado,0.458
1999,RBI,Mark McGwire,St. Louis,147.0
1999,Runs,Jeff Bagwell,Houston,143.0
1999,Slugging Average,Larry Walker,Colorado,0.71
1999,Stolen Bases,Tony Womack,Arizona,72.0
1999,Total Bases,Sammy Sosa,Chicago,397.0
1999,Triples,Bobby Abreu,Philadelphia,11.0
1966,Base on Balls,Ron Santo,Chicago,95.0
1966,Batting Average,Matty Alou,Pittsburgh,0.342
1966,Doubles,Johnny Callison,Philadelphia,40.0
1966,Hits,Felipe Alou,Atlanta,218.0
1966,Home Runs,Hank Aaron,Atlanta,44.0
1966,On Base Percentage,Ron Santo,Chicago,0.417
1966,RBI,Hank Aaron,Atlanta,127.0
1966,Runs,Felipe Alou,Atlanta,122.0
1966,Slugging Average,Dick Allen,Philadelphia,0.632
1966,Stolen Bases,Lou Brock,St. Louis,74.0
1966,Total Bases,Felipe Alou,Atlanta,355.0
1966,Triples,Tim McCarver,St. Louis,13.0
1972,Base on Balls,Joe Morgan,Cincinnati,115.0
1972,Batting Average,Billy Williams,Chicago,0.333
1972,Doubles,Cesar Cedeno,Houston,39.0
1972,Hits,Pete Rose,Cincinnati,198.0
1972,Home Runs,Johnny Bench,Cincinnati,40.0
1972,On Base Percentage,Joe Morgan,Cincinnati,0.419
1972,RBI,Johnny Bench,Cincinnati,125.0
1972,Runs,Joe Morgan,Cincinnati,122.0
1972,Slugging Average,Billy Williams,Chicago,0.606
1972,Stolen Bases,Lou Brock,St. Louis,63.0
1972,Total Bases,Billy Williams,Chicago,348.0
1972,Triples,Larry Bowa,Philadelphia,13.0
1973,Base on Balls,Darrell Evans,Atlanta,124.0
1973,Batting Average,Pete Rose,Cincinnati,0.338
1973,Doubles,Willie Stargell,Pittsburgh,43.0
1973,Hits,Pete Rose,Cincinnati,230.0
1973,Home Runs,Willie Stargell,Pittsburgh,44.0
1973,On Base Percentage,Ken Singleton,Montreal,0.429
1973,RBI,Willie Stargell,Pittsburgh,119.0
1973,Runs,Bobby Bonds,San Francisco,131.0
1973,Slugging Average,Willie Stargell,Pittsburgh,0.646
1973,Stolen Bases,Lou Brock,St. Louis,70.0
1973,Total Bases,Bobby Bonds,San Francisco,341.0
1973,Triples,Roger Metzger,Houston,14.0
1967,Base on Balls,Ron Santo,Chicago,96.0
1967,Batting Average,Roberto Clemente,Pittsburgh,0.357
1967,Doubles,Rusty Staub,Houston,44.0
1967,Hits,Roberto Clemente,Pittsburgh,209.0
1967,Home Runs,Hank Aaron,Atlanta,37.0
1967,On Base Percentage,Dick Allen,Philadelphia,0.404
1967,RBI,Orlando Cepeda,St. Louis,111.0
1967,Runs,Hank Aaron,Atlanta,113.0
1967,Slugging Average,Hank Aaron,Atlanta,0.573
1967,Stolen Bases,Lou Brock,St. Louis,52.0
1967,Total Bases,Hank Aaron,Atlanta,344.0
1967,Triples,Vada Pinson,Cincinnati,13.0
1998,Base on Balls,Mark McGwire,St. Louis,162.0
1998,Batting Average,Larry Walker,Colorado,0.363
1998,Doubles,Craig Biggio,Houston,51.0
1998,Hits,Dante Bichette,Colorado,219.0
1998,Home Runs,Mark McGwire,St. Louis,70.0
1998,On Base Percentage,Mark McGwire,St. Louis,0.473
1998,RBI,Sammy Sosa,Chicago,158.0
1998,Runs,Sammy Sosa,Chicago,134.0
1998,Slugging Average,Mark McGwire,St. Louis,0.752
1998,Stolen Bases,Tony Womack,Pittsburgh,58.0
1998,Total Bases,Sammy Sosa,Chicago,416.0
1998,Triples,David Dellucci,Arizona,12.0
1959,Base on Balls,Jim Gilliam,Los Angeles,96.0
1959,Batting Average,Hank Aaron,Milwaukee,0.355
1959,Doubles,Vada Pinson,Cincinnati,47.0
1959,Hits,Hank Aaron,Milwaukee,223.0
1959,Home Runs,Eddie Mathews,Milwaukee,46.0
1959,On Base Percentage,Joe Cunningham,St. Louis,0.453
1959,RBI,Ernie Banks,Chicago,143.0
1959,Runs,Vada Pinson,Cincinnati,131.0
1959,Slugging Average,Hank Aaron,Milwaukee,0.636
1959,Stolen Bases,Willie Mays,San Francisco,27.0
1959,Total Bases,Hank Aaron,Milwaukee,400.0
1959,Triples,Wally Moon,Los Angeles,11.0
1971,Base on Balls,Willie Mays,San Francisco,112.0
1971,Batting Average,Joe Torre,St. Louis,0.363
1971,Doubles,Cesar Cedeno,Houston,40.0
1971,Hits,Joe Torre,St. Louis,230.0
1971,Home Runs,Willie Stargell,Pittsburgh,48.0
1971,On Base Percentage,Willie Mays,San Francisco,0.429
1971,RBI,Joe Torre,St. Louis,137.0
1971,Runs,Lou Brock,St. Louis,126.0
1971,Slugging Average,Hank Aaron,Atlanta,0.669
1971,Stolen Bases,Lou Brock,St. Louis,64.0
1971,Total Bases,Joe Torre,St. Louis,352.0
1971,Triples,Roger Metzger,Houston,11.0
1965,Base on Balls,Joe Morgan,Houston,97.0
1965,Batting Average,Roberto Clemente,Pittsburgh,0.329
1965,Doubles,Hank Aaron,Milwaukee,40.0
1965,Hits,Pete Rose,Cincinnati,209.0
1965,Home Runs,Willie Mays,San Francisco,52.0
1965,On Base Percentage,Willie Mays,San Francisco,0.399
1965,RBI,Deron Johnson,Cincinnati,130.0
1965,Runs,Tommy Harper,Cincinnati,126.0
1965,Slugging Average,Willie Mays,San Francisco,0.645
1965,Stolen Bases,Maury Wills,Los Angeles,94.0
1965,Total Bases,Willie Mays,San Francisco,360.0
1965,Triples,Johnny Callison,Philadelphia,16.0
1964,Base on Balls,Ron Santo,Chicago,86.0
1964,Batting Average,Roberto Clemente,Pittsburgh,0.339
1964,Doubles,Lee Maye,Milwaukee,44.0
1964,Hits,Roberto Clemente,Pittsburgh,211.0
1964,Home Runs,Willie Mays,San Francisco,47.0
1964,On Base Percentage,Ron Santo,Chicago,0.401
1964,RBI,Ken Boyer,St. Louis,119.0
1964,Runs,Dick Allen,Philadelphia,125.0
1964,Slugging Average,Willie Mays,San Francisco,0.607
1964,Stolen Bases,Maury Wills,Los Angeles,53.0
1964,Total Bases,Dick Allen,Philadelphia,352.0
1964,Triples,Dick Allen,Philadelphia,13.0
1970,Base on Balls,Willie McCovey,San Francisco,137.0
1970,Batting Average,Rico Carty,Atlanta,0.366
1970,Doubles,Wes Parker,Los Angeles,47.0
1970,Hits,Pete Rose,Cincinnati,205.0
1970,Home Runs,Johnny Bench,Cincinnati,45.0
1970,On Base Percentage,Rico Carty,Atlanta,0.456
1970,RBI,Johnny Bench,Cincinnati,148.0
1970,Runs,Billy Williams,Chicago,137.0
1970,Slugging Average,Willie McCovey,San Francisco,0.612
1970,Stolen Bases,Bobby Tolan,Cincinnati,57.0
1970,Total Bases,Billy Williams,Chicago,373.0
1970,Triples,Willie Davis,Los Angeles,16.0
1958,Base on Balls,Richie Ashburn,Philadelphia,97.0
1958,Batting Average,Richie Ashburn,Philadelphia,0.35
1958,Doubles,Orlando Cepeda,San Francisco,38.0
1958,Hits,Richie Ashburn,Philadelphia,215.0
1958,Home Runs,Ernie Banks,Chicago,47.0
1958,On Base Percentage,Richie Ashburn,Philadelphia,0.44
1958,RBI,Ernie Banks,Chicago,129.0
1958,Runs,Willie Mays,San Francisco,121.0
1958,Slugging Average,Ernie Banks,Chicago,0.614
1958,Stolen Bases,Willie Mays,San Francisco,31.0
1958,Total Bases,Ernie Banks,Chicago,379.0
1958,Triples,Richie Ashburn,Philadelphia,13.0
1996,Base on Balls,Barry Bonds,San Francisco,151.0
1996,Batting Average,Tony Gwynn,San Diego,0.353
1996,Doubles,Jeff Bagwell,Houston,48.0
1996,Hits,Lance Johnson,New York,227.0
1996,Home Runs,Andres Galarraga,Colorado,47.0
1996,On Base Percentage,Gary Sheffield,Florida,0.469
1996,RBI,Andres Galarraga,Colorado,150.0
1996,Runs,Ellis Burks,Colorado,142.0
1996,Slugging Average,Ellis Burks,Colorado,0.639
1996,Stolen Bases,Eric Young,Colorado,53.0
1996,Total Bases,Ellis Burks,Colorado,392.0
1996,Triples,Lance Johnson,New York,21.0
1982,Base on Balls,Mike Schmidt,Philadelphia,107.0
1982,Batting Average,Al Oliver,Montreal,0.331
1982,Doubles,Al Oliver,Montreal,43.0
1982,Hits,Al Oliver,Montreal,204.0
1982,Home Runs,Dave Kingman,New York,37.0
1982,On Base Percentage,Mike Schmidt,Philadelphia,0.407
1982,RBI,Dale Murphy,Atlanta,109.0
1982,Runs,Lonnie Smith,St. Louis,120.0
1982,Slugging Average,Mike Schmidt,Philadelphia,0.547
1982,Stolen Bases,Tim Raines,Montreal,78.0
1982,Total Bases,Al Oliver,Montreal,317.0
1982,Triples,Dickie Thon,Houston,10.0
1955,Base on Balls,Eddie Mathews,Milwaukee,109.0
1955,Batting Average,Richie Ashburn,Philadelphia,0.338
1955,Doubles,Hank Aaron,Milwaukee,37.0
1955,Hits,Ted Kluszewski,Cincinnati,192.0
1955,Home Runs,Willie Mays,New York,51.0
1955,On Base Percentage,Richie Ashburn,Philadelphia,0.449
1955,RBI,Duke Snider,Brooklyn,136.0
1955,Runs,Duke Snider,Brooklyn,126.0
1955,Slugging Average,Willie Mays,New York,0.659
1955,Stolen Bases,Bill Bruton,Milwaukee,25.0
1955,Total Bases,Willie Mays,New York,382.0
1955,Triples,Dale Long,Pittsburgh,13.0
1941,Base on Balls,Elbie Fletcher,Pittsburgh,118.0
1941,Batting Average,Pete Reiser,Brooklyn,0.343
1941,Doubles,Johnny Mize,St. Louis,39.0
1941,Hits,Stan Hack,Chicago,186.0
1941,Home Runs,Dolph Camilli,Brooklyn,34.0
1941,On Base Percentage,Elbie Fletcher,Pittsburgh,0.421
1941,RBI,Dolph Camilli,Brooklyn,120.0
1941,Runs,Pete Reiser,Brooklyn,117.0
1941,Slugging Average,Pete Reiser,Brooklyn,0.558
1941,Stolen Bases,Danny Murtaugh,Pittsburgh,18.0
1941,Total Bases,Pete Reiser,Brooklyn,299.0
1941,Triples,Pete Reiser,Brooklyn,17.0
1969,Base on Balls,Jimmy Wynn,Houston,148.0
1969,Batting Average,Pete Rose,Cincinnati,0.348
1969,Doubles,Matty Alou,Pittsburgh,41.0
1969,Hits,Matty Alou,Pittsburgh,231.0
1969,Home Runs,Willie McCovey,San Francisco,45.0
1969,On Base Percentage,Willie McCovey,San Francisco,0.458
1969,RBI,Willie McCovey,San Francisco,126.0
1969,Runs,Bobby Bonds,San Francisco,120.0
1969,Slugging Average,Willie McCovey,San Francisco,0.656
1969,Stolen Bases,Lou Brock,St. Louis,53.0
1969,Total Bases,Hank Aaron,Atlanta,332.0
1969,Triples,Roberto Clemente,Pittsburgh,12.0
1968,Base on Balls,Ron Santo,Chicago,96.0
1968,Batting Average,Pete Rose,Cincinnati,335.0
1968,Doubles,Lou Brock,St. Louis,46.0
1968,Hits,Felipe Alou,Atlanta,210.0
1968,Home Runs,Willie McCovey,San Francisco,36.0
1968,On Base Percentage,Pete Rose,Cincinnati,0.394
1968,RBI,Willie McCovey,San Francisco,105.0
1968,Runs,Glenn Beckert,Chicago,98.0
1968,Slugging Average,Willie McCovey,San Francisco,0.545
1968,Stolen Bases,Lou Brock,St. Louis,62.0
1968,Total Bases,Billy Williams,Chicago,321.0
1968,Triples,Lou Brock,St. Louis,14.0
1940,Base on Balls,Elbie Fletcher,Pittsburgh,119.0
1940,Batting Average,Stan Hack,Chicago,0.317
1940,Doubles,Frank McCormick,Cincinnati,44.0
1940,Hits,Stan Hack,Chicago,191.0
1940,Home Runs,Johnny Mize,St. Louis,43.0
1940,On Base Percentage,Elbie Fletcher,Pittsburgh,0.418
1940,RBI,Johnny Mize,St. Louis,137.0
1940,Runs,Arky Vaughan,Pittsburgh,113.0
1940,Slugging Average,Johnny Mize,St. Louis,0.636
1940,Stolen Bases,Lonny Frey,Cincinnati,22.0
1940,Total Bases,Johnny Mize,St. Louis,368.0
1940,Triples,Arky Vaughan,Pittsburgh,15.0
1954,Base on Balls,Richie Ashburn,Philadelphia,125.0
1954,Batting Average,Willie Mays,New York,0.345
1954,Doubles,Stan Musial,St. Louis,41.0
1954,Hits,Don Mueller,New York,212.0
1954,Home Runs,Ted Kluszewski,Cincinnati,49.0
1954,On Base Percentage,Richie Ashburn,Philadelphia,0.442
1954,RBI,Ted Kluszewski,Cincinnati,141.0
1954,Runs,Stan Musial,St. Louis,120.0
1954,Slugging Average,Willie Mays,New York,0.667
1954,Stolen Bases,Bill Bruton,Milwaukee,34.0
1954,Total Bases,Duke Snider,Brooklyn,378.0
1954,Triples,Willie Mays,New York,13.0
1983,Base on Balls,Mike Schmidt,Philadelphia,128.0
1983,Batting Average,Bill Madlock,Pittsburgh,0.323
1983,Doubles,Bill Buckner,Chicago,38.0
1983,Hits,Jose Cruz,Houston,189.0
1983,Home Runs,Mike Schmidt,Philadelphia,40.0
1983,On Base Percentage,Mike Schmidt,Philadelphia,0.402
1983,RBI,Dale Murphy,Atlanta,121.0
1983,Runs,Tim Raines,Montreal,133.0
1983,Slugging Average,Dale Murphy,Atlanta,0.54
1983,Stolen Bases,Tim Raines,Montreal,90.0
1983,Total Bases,Andre Dawson,Montreal,341.0
1983,Triples,Brett Butler,Atlanta,13.0
1997,Base on Balls,Barry Bonds,San Francisco,145.0
1997,Batting Average,Tony Gwynn,San Diego,0.372
1997,Doubles,Mark Grudzielanek,Montreal,54.0
1997,Hits,Tony Gwynn,San Diego,220.0
1997,Home Runs,Larry Walker,Colorado,49.0
1997,On Base Percentage,Larry Walker,Colorado,0.455
1997,RBI,Andres Galarraga,Colorado,140.0
1997,Runs,Craig Biggio,Houston,146.0
1997,Slugging Average,Larry Walker,Colorado,0.72
1997,Stolen Bases,Tony Womack,Pittsburgh,60.0
1997,Total Bases,Larry Walker,Colorado,409.0
1997,Triples,Delino DeShields,St. Louis,14.0
1981,Base on Balls,Mike Schmidt,Philadelphia,73.0
1981,Batting Average,Bill Madlock,Pittsburgh,0.341
1981,Doubles,Bill Buckner,Chicago,35.0
1981,Hits,Pete Rose,Philadelphia,140.0
1981,Home Runs,Mike Schmidt,Philadelphia,31.0
1981,On Base Percentage,Mike Schmidt,Philadelphia,0.439
1981,RBI,Mike Schmidt,Philadelphia,91.0
1981,Runs,Mike Schmidt,Philadelphia,78.0
1981,Slugging Average,Mike Schmidt,Philadelphia,0.644
1981,Stolen Bases,Tim Raines,Montreal,71.0
1981,Total Bases,Mike Schmidt,Philadelphia,0.228
1981,Triples,Craig Reynolds,Houston,12.0
1995,Base on Balls,Barry Bonds,San Francisco,120.0
1995,Batting Average,Tony Gwynn,San Diego,0.368
1995,Doubles,Mark Grace,Chicago,51.0
1995,Hits,Dante Bichette,Colorado,197.0
1995,Home Runs,Dante Bichette,Colorado,40.0
1995,On Base Percentage,Barry Bonds,San Francisco,0.434
1995,RBI,Dante Bichette,Colorado,128.0
1995,Runs,Craig Biggio,Houston,123.0
1995,Slugging Average,Dante Bichette,Colorado,0.62
1995,Stolen Bases,Quilvio Veras,Florida,56.0
1995,Total Bases,Dante Bichette,Colorado,359.0
1995,Triples,Brett Butler,New York,9.0
1942,Base on Balls,Mel Ott,New York,109.0
1942,Batting Average,Ernie Lombardi *,Boston,0.33
1942,Doubles,Marty Marion,St. Louis,38.0
1942,Hits,Enos Slaughter,St. Louis,188.0
1942,Home Runs,Mel Ott,New York,30.0
1942,On Base Percentage,Elbie Fletcher,Pittsburgh,0.417
1942,RBI,Johnny Mize,New York,110.0
1942,Runs,Mel Ott,New York,118.0
1942,Slugging Average,Johnny Mize,New York,0.521
1942,Stolen Bases,Pete Reiser,Brooklyn,20.0
1942,Total Bases,Enos Slaughter,St. Louis,292.0
1942,Triples,Enos Slaughter,St. Louis,17.0
1956,Base on Balls,Duke Snider,Brooklyn,99.0
1956,Batting Average,Hank Aaron,Milwaukee,0.328
1956,Doubles,Hank Aaron,Milwaukee,34.0
1956,Hits,Hank Aaron,Milwaukee,200.0
1956,Home Runs,Duke Snider,Brooklyn,43.0
1956,On Base Percentage,Duke Snider,Brooklyn,0.402
1956,RBI,Stan Musial,St. Louis,109.0
1956,Runs,Frank Robinson,Cincinnati,122.0
1956,Slugging Average,Duke Snider,Brooklyn,0.598
1956,Stolen Bases,Willie Mays,New York,40.0
1956,Total Bases,Hank Aaron,Milwaukee,340.0
1956,Triples,Bill Bruton,Milwaukee,15.0
1957,Base on Balls,Richie Ashburn,Philadelphia,94.0
1957,Batting Average,Stan Musial,St. Louis,0.351
1957,Doubles,Don Hoak,Cincinnati,39.0
1957,Hits,Red Schoendienst,New York,200.0
1957,Home Runs,Hank Aaron,Milwaukee,44.0
1957,On Base Percentage,Stan Musial,St. Louis,0.428
1957,RBI,Hank Aaron,Milwaukee,132.0
1957,Runs,Hank Aaron,Milwaukee,118.0
1957,Slugging Average,Willie Mays,New York,0.626
1957,Stolen Bases,Willie Mays,New York,38.0
1957,Total Bases,Hank Aaron,Milwaukee,369.0
1957,Triples,Willie Mays,New York,20.0
1943,Base on Balls,Augie Galan,Brooklyn,103.0
1943,Batting Average,Stan Musial,St. Louis,0.357
1943,Doubles,Stan Musial,St. Louis,48.0
1943,Hits,Stan Musial,St. Louis,220.0
1943,Home Runs,Bill Nicholson,Chicago,29.0
1943,On Base Percentage,Stan Musial,St. Louis,0.425
1943,RBI,Bill Nicholson,Chicago,128.0
1943,Runs,Arky Vaughan,Brooklyn,112.0
1943,Slugging Average,Stan Musial,St. Louis,0.562
1943,Stolen Bases,Arky Vaughan,Brooklyn,20.0
1943,Total Bases,Stan Musial,St. Louis,347.0
1943,Triples,Stan Musial,St. Louis,20.0
1994,Base on Balls,Barry Bonds,San Francisco,74.0
1994,Batting Average,Tony Gwynn,San Diego,0.394
1994,Doubles,Craig Biggio,Houston,44.0
1994,Hits,Tony Gwynn,San Diego,165.0
1994,Home Runs,Matt Williams,San Francisco,43.0
1994,On Base Percentage,Jeff Bagwell,Houston,0.461
1994,RBI,Jeff Bagwell,Houston,116.0
1994,Runs,Jeff Bagwell,Houston,104.0
1994,Slugging Average,Jeff Bagwell,Houston,0.75
1994,Stolen Bases,Craig Biggio,Houston,39.0
1994,Total Bases,Jeff Bagwell,Houston,300.0
1994,Triples,Brett Butler,Los Angeles,9.0
1980,Base on Balls,Dan Driessen,Cincinnati,93.0
1980,Batting Average,Bill Buckner,Chicago,0.324
1980,Doubles,Pete Rose,Philadelphia,42.0
1980,Hits,Steve Garvey,Los Angeles,200.0
1980,Home Runs,Mike Schmidt,Philadelphia,48.0
1980,On Base Percentage,Keith Hernandez,St. Louis,0.41
1980,RBI,Mike Schmidt,Philadelphia,121.0
1980,Runs,Keith Hernandez,St. Louis,111.0
1980,Slugging Average,Mike Schmidt,Philadelphia,0.624
1980,Stolen Bases,Ron LeFlore,Montreal,97.0
1980,Total Bases,Mike Schmidt,Philadelphia,342.0
1980,Triples,Omar Moreno,Pittsburgh,13.0
1984,Base on Balls,Gary Matthews,Chicago,103.0
1984,Batting Average,Tony Gwynn,San Diego,0.351
1984,Doubles,Tim Raines,Montreal,38.0
1984,Hits,Tony Gwynn,San Diego,213.0
1984,Home Runs,Dale Murphy,Atlanta,36.0
1984,On Base Percentage,Gary Matthews,Chicago,0.417
1984,RBI,Gary Carter,Montreal,106.0
1984,Runs,Ryne Sandberg,Chicago,114.0
1984,Slugging Average,Dale Murphy,Atlanta,0.547
1984,Stolen Bases,Tim Raines,Montreal,75.0
1984,Total Bases,Dale Murphy,Atlanta,332.0
1984,Triples,Juan Samuel,Philadelphia,19.0
1990,Base on Balls,Jack Clark,San Diego,104.0
1990,Batting Average,Willie McGee,St. Louis,0.335
1990,Doubles,Gregg Jefferies,New York,40.0
1990,Hits,Brett Butler,San Francisco,192.0
1990,Home Runs,Ryne Sandberg,Chicago,40.0
1990,On Base Percentage,Dave Magadan,New York,0.425
1990,RBI,Matt Williams,San Francisco,122.0
1990,Runs,Ryne Sandberg,Chicago,116.0
1990,Slugging Average,Barry Bonds,Pittsburgh,0.565
1990,Stolen Bases,Vince Coleman,St. Louis,77.0
1990,Total Bases,Ryne Sandberg,Chicago,344.0
1990,Triples,Mariano Duncan,Cincinnati,11.0
1947,Base on Balls,Hank Greenberg,Pittsburgh,104.0
1947,Batting Average,Harry Walker,St. Louis,0.363
1947,Doubles,Eddie Miller,Cincinnati,38.0
1947,Hits,Tommy Holmes,Boston,191.0
1947,Home Runs,Ralph Kiner,Pittsburgh,51.0
1947,On Base Percentage,Augie Galan,Cincinnati,0.449
1947,RBI,Johnny Mize,New York,138.0
1947,Runs,Johnny Mize,New York,137.0
