Year,Statistic,Name,Team,Value
1971,Wins,Fergie Jenkins,Chicago,24.0
1965,Complete Games,Sandy Koufax,Los Angeles,27.0
1965,ERA,Sandy Koufax,Los Angeles,2.04
1965,Games,Ted Abernathy,Chicago,84.0
1965,Saves,Ted Abernathy,Chicago,31.0
1965,Shutouts,Juan Marichal,San Francisco,10.0
1965,Strikeouts,Sandy Koufax,Los Angeles,382.0
1965,Winning Percentage,Sandy Koufax,Los Angeles,0.765
1965,Wins,Sandy Koufax,Los Angeles,26.0
1964,Complete Games,Juan Marichal,San Francisco,22.0
1964,ERA,Sandy Koufax,Los Angeles,1.74
1964,Games,Bob Miller,Los Angeles,74.0
1964,Saves,Hal Woodeshick,Houston,23.0
1964,Shutouts,Sandy Koufax,Los Angeles,7.0
1964,Strikeouts,Bob Veale,Pittsburgh,250.0
1964,Winning Percentage,Sandy Koufax,Los Angeles,0.792
1964,Wins,Larry Jackson,Chicago,24.0
1970,Complete Games,Fergie Jenkins,Chicago,24.0
1970,ERA,Tom Seaver,New York,2.82
1970,Games,Ron Herbel,San Diego,76.0
1970,Saves,Wayne Granger,Cincinnati,35.0
1970,Shutouts,Gaylord Perry,San Francisco,5.0
1970,Strikeouts,Tom Seaver,New York,283.0
1970,Winning Percentage,Bob Gibson,St. Louis,0.767
1970,Wins,Bob Gibson,St. Louis,23.0
1958,Complete Games,Warren Spahn,Milwaukee,23.0
1958,ERA,Stu Miller,San Francisco,2.47
1958,Games,Don Elston,Chicago,69.0
1958,Saves,Roy Face,Pittsburgh,20.0
1958,Shutouts,Carl Willey,Milwaukee,4.0
1958,Strikeouts,Sam Jones,St. Louis,225.0
1958,Winning Percentage,Lew Burdette,Milwaukee,0.667
1958,Wins,Bob Friend,Pittsburgh,22.0
1974,Complete Games,Phil Niekro,Atlanta,18.0
1974,ERA,Buzz Capra,Atlanta,2.28
1974,Games,Mike Marshall,Los Angeles,106.0
1974,Saves,Mike Marshall,Los Angeles,21.0
1974,Shutouts,Jon Matlack,New York,7.0
1974,Strikeouts,Steve Carlton,Philadelphia,240.0
1974,Winning Percentage,Andy Messersmith,Los Angeles,0.769
1974,Wins,Andy Messersmith,Los Angeles,20.0
1960,Complete Games,Lew Burdette,Milwaukee,18.0
1960,ERA,Mike McCormick,San Francisco,2.7
1960,Games,Roy Face,Pittsburgh,68.0
1960,Saves,Lindy McDaniel,St. Louis,26.0
1960,Shutouts,Jack Sanford,San Francisco,6.0
1960,Strikeouts,Don Drysdale,Los Angeles,246.0
1960,Winning Percentage,Ernie Broglio,St. Louis,0.7
1960,Wins,Ernie Broglio,St. Louis,21.0
1948,Complete Games,Johnny Sain,Boston,28.0
1948,ERA,Harry Brecheen,St. Louis,2.24
1948,Games,Harry Gumbert,Cincinnati,61.0
1948,Saves,Harry Gumbert,Cincinnati,17.0
1948,Shutouts,Harry Brecheen,St. Louis,7.0
1948,Strikeouts,Harry Brecheen,St. Louis,149.0
1948,Winning Percentage,Harry Brecheen,St. Louis,0.741
1948,Wins,Johnny Sain,Boston,24.0
1949,Complete Games,Warren Spahn,Boston,25.0
1949,ERA,Dave Koslo,New York,2.5
1949,Games,Ted Wilks,St. Louis,59.0
1949,Saves,Ted Wilks,St. Louis,9.0
1949,Shutouts,Ken Heintzelman,Philadelphia,5.0
1949,Strikeouts,Warren Spahn,Boston,151.0
1949,Winning Percentage,Preacher Roe,Brooklyn,0.714
1949,Wins,Warren Spahn,Boston,21.0
1961,Complete Games,Warren Spahn,Milwaukee,21.0
1961,ERA,Warren Spahn,Milwaukee,3.02
1961,Games,Jack Baldschun,Philadelphia,65.0
1961,Saves,Roy Face,Pittsburgh,17.0
1961,Shutouts,Joey Jay,Cincinnati,4.0
1961,Strikeouts,Sandy Koufax,Los Angeles,269.0
1961,Winning Percentage,Johnny Podres,Los Angeles,0.783
1961,Wins,Joey Jay,Cincinnati,25.0
1975,Complete Games,Andy Messersmith,Los Angeles,19.0
1975,ERA,Randy Jones,San Diego,2.24
1975,Games,Gene Garber,Philadelphia,71.0
1975,Saves,Rawly Eastwick,Cincinnati,22.0
1975,Shutouts,Andy Messersmith,Los Angeles,7.0
1975,Strikeouts,Tom Seaver,New York,243.0
1975,Winning Percentage,Don Gullett,Cincinnati,0.789
1975,Wins,Tom Seaver,New York,22.0
1963,Complete Games,Warren Spahn,Milwaukee,22.0
1963,ERA,Sandy Koufax,Los Angeles,1.88
1963,Games,Ron Perranoski,Los Angeles,69.0
1963,Saves,Lindy McDaniel,Chicago,22.0
1963,Shutouts,Sandy Koufax,Los Angeles,11.0
1963,Strikeouts,Sandy Koufax,Los Angeles,306.0
1963,Winning Percentage,Ron Perranoski,Los Angeles,0.842
1963,Wins,Sandy Koufax,Los Angeles,25.0
1977,Complete Games,Phil Niekro,Atlanta,20.0
1977,ERA,JohnCandelaria,Pittsburgh,2.34
1977,Games,Rollie Fingers,San Diego,78.0
1977,Saves,Rollie Fingers,San Diego,35.0
1977,Shutouts,Tom Seaver,New York,7.0
1977,Strikeouts,Phil Niekro,Atlanta,262.0
1977,Winning Percentage,JohnCandelaria,Pittsburgh,0.8
1977,Wins,Steve Carlton,Philadelphia,23.0
1988,Complete Games,Orel Hershiser,Los Angeles,15.0
1988,ERA,Joe Magrane,St. Louis,2.18
1988,Games,Rob Murphy,Cincinnati,76.0
1988,Saves,John Franco,Cincinnati,39.0
1988,Shutouts,Orel Hershiser,Los Angeles,8.0
1988,Strikeouts,Nolan Ryan,Houston,228.0
1988,Winning Percentage,David Cone,New York,0.87
1988,Wins,Orel Hershiser,Los Angeles,23.0
1989,Complete Games,Tim Belcher,Los Angeles,10.0
1989,ERA,Scott Garrelts,San Francisco,2.28
1989,Games,Mitch Williams,Chicago,76.0
1989,Saves,Mark Davis,San Diego,44.0
1989,Shutouts,Tim Belcher,Los Angeles,8.0
1989,Strikeouts,Jose DeLeon,St. Louis,201.0
1989,Winning Percentage,Mike Bielecki,Chicago,0.72
1989,Wins,Mike Scott,Houston,20.0
1976,Complete Games,Randy Jones,San Diego,25.0
1976,ERA,John Denny,St. Louis,2.52
1976,Games,Dale Murray,Montreal,81.0
1976,Saves,Rawly Eastwick,Cincinnati,26.0
1976,Shutouts,Jon Matlack,New York,6.0
1976,Strikeouts,Tom Seaver,New York,235.0
1976,Winning Percentage,Steve Carlton,Philadelphia,0.741
1976,Wins,Randy Jones,San Diego,22.0
1962,Complete Games,Warren Spahn,Milwaukee,22.0
1962,ERA,Sandy Koufax,Los Angeles,2.54
1962,Games,RonPerranoski,Los Angeles,70.0
1962,Saves,Roy Face,Pittsburgh,28.0
1962,Shutouts,Bob Friend,Pittsburgh,5.0
1962,Strikeouts,Don Drysdale,Los Angeles,232.0
1962,Winning Percentage,Bob Purkey,Cincinnati,0.821
1962,Wins,Don Drysdale,Los Angeles,25.0
